year,country,region,district,income_level,disability_status,gender,indicator,value,unit,source,data_quality_flag
2021,Rwanda,Eastern,Bugesera,Middle,No disability,Men,Decision_making_participation,55.41439585757213,%,Civic_Participation_Records,ok
2021,Rwanda,Eastern,Bugesera,Middle,With disability,Women,School_enrollment,31.003235617275642,%,Labour_Force_Survey,ok
2021,Rwanda,Eastern,Bugesera,Middle,With disability,Women,Health_services_access,25.238033625743537,%,Labour_Force_Survey,ok
2021,Rwanda,Eastern,Bugesera,Middle,With disability,Women,GBV_services_access,21.98244959678709,%,Civic_Participation_Records,ok
2021,Rwanda,Eastern,Bugesera,Middle,With disability,Women,Employment_rate,30.714977467045724,%,Household_Survey,ok
2021,Rwanda,Eastern,Bugesera,Middle,With disability,Women,Decision_making_participation,,%,Civic_Participation_Records,missing_value
2021,Rwanda,Eastern,Bugesera,Middle,With disability,Men,School_enrollment,29.630397538334137,%,Civic_Participation_Records,ok
2021,Rwanda,Eastern,Bugesera,Middle,With disability,Men,Health_services_access,27.178771072802956,%,Community_GBV_Monitoring,ok
2021,Rwanda,Eastern,Bugesera,Middle,With disability,Men,GBV_services_access,,%,Labour_Force_Survey,missing_value
2021,Rwanda,Eastern,Bugesera,Middle,With disability,Men,Employment_rate,35.81437723451656,%,Community_GBV_Monitoring,ok
2021,Rwanda,Eastern,Bugesera,Middle,With disability,Men,Decision_making_participation,32.10618107733127,%,Labour_Force_Survey,ok
2021,Rwanda,Eastern,Bugesera,High,No disability,Women,School_enrollment,46.14019272308271,%,Community_GBV_Monitoring,ok
2021,Rwanda,Eastern,Bugesera,High,No disability,Women,Health_services_access,55.55704069850369,%,Household_Survey,ok
2021,Rwanda,Eastern,Bugesera,High,No disability,Women,GBV_services_access,51.577568251116126,%,Community_GBV_Monitoring,ok
2021,Rwanda,Eastern,Bugesera,High,No disability,Women,Employment_rate,50.746531320290615,%,Civic_Participation_Records,ok
2021,Rwanda,Eastern,Bugesera,High,No disability,Women,Decision_making_participation,52.067226041044385,%,Household_Survey,ok
2021,Rwanda,Eastern,Bugesera,High,No disability,Men,School_enrollment,54.340744842902026,%,Civic_Participation_Records,ok
2021,Rwanda,Eastern,Bugesera,High,No disability,Men,Health_services_access,55.12811447581664,%,Community_GBV_Monitoring,ok
2021,Rwanda,Eastern,Bugesera,High,No disability,Men,GBV_services_access,57.015650186749696,%,Labour_Force_Survey,ok
2021,Rwanda,Eastern,Bugesera,High,No disability,Men,Employment_rate,59.091635215073204,%,Civic_Participation_Records,ok
2021,Rwanda,Eastern,Bugesera,High,No disability,Men,Decision_making_participation,51.97827931768176,%,Community_GBV_Monitoring,ok
2021,Rwanda,Eastern,Bugesera,High,With disability,Women,School_enrollment,31.376122374787137,%,Labour_Force_Survey,ok
2021,Rwanda,Eastern,Bugesera,High,With disability,Women,Health_services_access,25.581085338283714,%,Administrative_Health_Reports,ok
2021,Rwanda,Eastern,Bugesera,High,With disability,Women,GBV_services_access,,%,Administrative_Health_Reports,missing_value
2021,Rwanda,Eastern,Bugesera,High,With disability,Women,Employment_rate,32.28658739310293,%,Civic_Participation_Records,ok
2021,Rwanda,Eastern,Bugesera,High,With disability,Women,Decision_making_participation,34.817023163785315,%,Household_Survey,ok
2021,Rwanda,Eastern,Bugesera,High,With disability,Men,School_enrollment,,%,Community_GBV_Monitoring,missing_value
2021,Rwanda,Eastern,Bugesera,High,With disability,Men,Health_services_access,32.12332727826777,%,Civic_Participation_Records,ok
2021,Rwanda,Eastern,Bugesera,High,With disability,Men,GBV_services_access,,%,Household_Survey,missing_value
2021,Rwanda,Eastern,Bugesera,High,With disability,Men,Employment_rate,37.591155017122155,%,Civic_Participation_Records,ok
2021,Rwanda,Eastern,Bugesera,High,With disability,Men,Decision_making_participation,,%,Civic_Participation_Records,missing_value
2022,Rwanda,Eastern,Bugesera,Low,No disability,Women,School_enrollment,30.10284890885329,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,Low,No disability,Women,Health_services_access,30.08229095864135,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,Low,No disability,Women,GBV_services_access,33.51925396067412,%,Labour_Force_Survey,ok
2022,Rwanda,Eastern,Bugesera,Low,No disability,Women,Employment_rate,22.233564352103244,%,Household_Survey,ok
2022,Rwanda,Eastern,Bugesera,Low,No disability,Women,Decision_making_participation,33.704175064550164,%,Labour_Force_Survey,ok
2022,Rwanda,Eastern,Bugesera,Low,No disability,Men,School_enrollment,32.614466433385566,%,Household_Survey,ok
2022,Rwanda,Eastern,Bugesera,Low,No disability,Men,Health_services_access,29.63856171666058,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,Low,No disability,Men,GBV_services_access,30.54144525305518,%,Household_Survey,ok
2022,Rwanda,Eastern,Bugesera,Low,No disability,Men,Employment_rate,30.74271542893839,%,Administrative_Health_Reports,ok
2022,Rwanda,Eastern,Bugesera,Low,No disability,Men,Decision_making_participation,34.35886090411846,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,Low,With disability,Women,School_enrollment,,%,Labour_Force_Survey,missing_value
2022,Rwanda,Eastern,Bugesera,Low,With disability,Women,Health_services_access,,%,Labour_Force_Survey,missing_value
2022,Rwanda,Eastern,Bugesera,Low,With disability,Women,GBV_services_access,8.760400471355702,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,Low,With disability,Women,Employment_rate,10.571301338352127,%,Labour_Force_Survey,ok
2022,Rwanda,Eastern,Bugesera,Low,With disability,Women,Decision_making_participation,12.133861173306787,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,Low,With disability,Men,School_enrollment,15.027910538579592,%,Administrative_Health_Reports,ok
2022,Rwanda,Eastern,Bugesera,Low,With disability,Men,Health_services_access,15.93958217569617,%,Labour_Force_Survey,ok
2022,Rwanda,Eastern,Bugesera,Low,With disability,Men,GBV_services_access,10.463689155827687,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,Low,With disability,Men,Employment_rate,13.326452541217888,%,Labour_Force_Survey,ok
2022,Rwanda,Eastern,Bugesera,Low,With disability,Men,Decision_making_participation,23.668783067417504,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,Middle,No disability,Women,School_enrollment,46.32300297337632,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,Middle,No disability,Women,Health_services_access,44.65534151736709,%,Labour_Force_Survey,ok
2022,Rwanda,Eastern,Bugesera,Middle,No disability,Women,GBV_services_access,,%,Household_Survey,missing_value
2022,Rwanda,Eastern,Bugesera,Middle,No disability,Women,Employment_rate,46.209426513740354,%,Administrative_Health_Reports,ok
2022,Rwanda,Eastern,Bugesera,Middle,No disability,Women,Decision_making_participation,42.535377279880166,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,Middle,No disability,Men,School_enrollment,54.60230791485147,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,Middle,No disability,Men,Health_services_access,47.43639370021445,%,Household_Survey,ok
2022,Rwanda,Eastern,Bugesera,Middle,No disability,Men,GBV_services_access,52.27986301897582,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,Middle,No disability,Men,Employment_rate,47.290256457830594,%,Administrative_Health_Reports,ok
2022,Rwanda,Eastern,Bugesera,Middle,No disability,Men,Decision_making_participation,53.1696676445419,%,Household_Survey,ok
2022,Rwanda,Eastern,Bugesera,Middle,With disability,Women,School_enrollment,25.03150409254869,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,Middle,With disability,Women,Health_services_access,,%,Labour_Force_Survey,missing_value
2022,Rwanda,Eastern,Bugesera,Middle,With disability,Women,GBV_services_access,,%,Civic_Participation_Records,missing_value
2022,Rwanda,Eastern,Bugesera,Middle,With disability,Women,Employment_rate,28.541467287953587,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,Middle,With disability,Women,Decision_making_participation,,%,Community_GBV_Monitoring,missing_value
2022,Rwanda,Eastern,Bugesera,Middle,With disability,Men,School_enrollment,32.62880989714705,%,Administrative_Health_Reports,ok
2022,Rwanda,Eastern,Bugesera,Middle,With disability,Men,Health_services_access,23.049481878268068,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,Middle,With disability,Men,GBV_services_access,28.654297393291607,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,Middle,With disability,Men,Employment_rate,32.6371704620691,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,Middle,With disability,Men,Decision_making_participation,33.69179756648296,%,Labour_Force_Survey,ok
2022,Rwanda,Eastern,Bugesera,High,No disability,Women,School_enrollment,52.148368913385646,%,Labour_Force_Survey,ok
2022,Rwanda,Eastern,Bugesera,High,No disability,Women,Health_services_access,50.09238462374591,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,High,No disability,Women,GBV_services_access,50.891969618112746,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,High,No disability,Women,Employment_rate,48.35572639123902,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,High,No disability,Women,Decision_making_participation,52.14596246935965,%,Labour_Force_Survey,ok
2022,Rwanda,Eastern,Bugesera,High,No disability,Men,School_enrollment,53.475802395579855,%,Administrative_Health_Reports,ok
2022,Rwanda,Eastern,Bugesera,High,No disability,Men,Health_services_access,54.84688357789809,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,High,No disability,Men,GBV_services_access,60.215995506766056,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,High,No disability,Men,Employment_rate,51.071315629617786,%,Labour_Force_Survey,ok
2022,Rwanda,Eastern,Bugesera,High,No disability,Men,Decision_making_participation,58.88211175069412,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,High,With disability,Women,School_enrollment,29.121798249985996,%,Household_Survey,ok
2022,Rwanda,Eastern,Bugesera,High,With disability,Women,Health_services_access,30.315905983117627,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,High,With disability,Women,GBV_services_access,,%,Labour_Force_Survey,missing_value
2022,Rwanda,Eastern,Bugesera,High,With disability,Women,Employment_rate,30.95826789375787,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,High,With disability,Women,Decision_making_participation,28.733769445396245,%,Community_GBV_Monitoring,ok
2022,Rwanda,Eastern,Bugesera,High,With disability,Men,School_enrollment,34.42507709061961,%,Household_Survey,ok
2022,Rwanda,Eastern,Bugesera,High,With disability,Men,Health_services_access,35.90136213755425,%,Civic_Participation_Records,ok
2022,Rwanda,Eastern,Bugesera,High,With disability,Men,GBV_services_access,30.40827580252591,%,Household_Survey,ok
2022,Rwanda,Eastern,Bugesera,High,With disability,Men,Employment_rate,39.10985130056957,%,Administrative_Health_Reports,ok
2022,Rwanda,Eastern,Bugesera,High,With disability,Men,Decision_making_participation,37.598157235903784,%,Civic_Participation_Records,ok
2023,Rwanda,Eastern,Bugesera,Low,No disability,Women,School_enrollment,31.013124116264354,%,Labour_Force_Survey,ok
2023,Rwanda,Eastern,Bugesera,Low,No disability,Women,Health_services_access,29.03930078407218,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,Low,No disability,Women,GBV_services_access,27.651619961996836,%,Community_GBV_Monitoring,ok
2023,Rwanda,Eastern,Bugesera,Low,No disability,Women,Employment_rate,25.03952832641975,%,Civic_Participation_Records,ok
2023,Rwanda,Eastern,Bugesera,Low,No disability,Women,Decision_making_participation,31.09745099802928,%,Community_GBV_Monitoring,ok
2023,Rwanda,Eastern,Bugesera,Low,No disability,Men,School_enrollment,36.64489057602191,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,Low,No disability,Men,Health_services_access,39.46533459267142,%,Labour_Force_Survey,ok
2023,Rwanda,Eastern,Bugesera,Low,No disability,Men,GBV_services_access,34.8717640552281,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,Low,No disability,Men,Employment_rate,27.006943124038646,%,Administrative_Health_Reports,ok
2023,Rwanda,Eastern,Bugesera,Low,No disability,Men,Decision_making_participation,,%,Labour_Force_Survey,missing_value
2023,Rwanda,Eastern,Bugesera,Low,With disability,Women,School_enrollment,14.063898071027673,%,Civic_Participation_Records,ok
2023,Rwanda,Eastern,Bugesera,Low,With disability,Women,Health_services_access,12.996711691443146,%,Community_GBV_Monitoring,ok
2023,Rwanda,Eastern,Bugesera,Low,With disability,Women,GBV_services_access,8.660836423857429,%,Administrative_Health_Reports,ok
2023,Rwanda,Eastern,Bugesera,Low,With disability,Women,Employment_rate,5.592290723294986,%,Civic_Participation_Records,ok
2023,Rwanda,Eastern,Bugesera,Low,With disability,Women,Decision_making_participation,13.02828230428339,%,Community_GBV_Monitoring,ok
2023,Rwanda,Eastern,Bugesera,Low,With disability,Men,School_enrollment,14.507707547364005,%,Community_GBV_Monitoring,ok
2023,Rwanda,Eastern,Bugesera,Low,With disability,Men,Health_services_access,14.165771163856288,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,Low,With disability,Men,GBV_services_access,12.261652460610252,%,Labour_Force_Survey,ok
2023,Rwanda,Eastern,Bugesera,Low,With disability,Men,Employment_rate,15.8551076105756,%,Administrative_Health_Reports,ok
2023,Rwanda,Eastern,Bugesera,Low,With disability,Men,Decision_making_participation,,%,Civic_Participation_Records,missing_value
2023,Rwanda,Eastern,Bugesera,Middle,No disability,Women,School_enrollment,48.18900268741805,%,Administrative_Health_Reports,ok
2023,Rwanda,Eastern,Bugesera,Middle,No disability,Women,Health_services_access,47.507036425382424,%,Civic_Participation_Records,ok
2023,Rwanda,Eastern,Bugesera,Middle,No disability,Women,GBV_services_access,,%,Household_Survey,missing_value
2023,Rwanda,Eastern,Bugesera,Middle,No disability,Women,Employment_rate,42.783212311073896,%,Administrative_Health_Reports,ok
2023,Rwanda,Eastern,Bugesera,Middle,No disability,Women,Decision_making_participation,50.01410307609592,%,Community_GBV_Monitoring,ok
2023,Rwanda,Eastern,Bugesera,Middle,No disability,Men,School_enrollment,53.93338225044736,%,Administrative_Health_Reports,ok
2023,Rwanda,Eastern,Bugesera,Middle,No disability,Men,Health_services_access,52.70682059502954,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,Middle,No disability,Men,GBV_services_access,,%,Household_Survey,missing_value
2023,Rwanda,Eastern,Bugesera,Middle,No disability,Men,Employment_rate,50.78372316093609,%,Labour_Force_Survey,ok
2023,Rwanda,Eastern,Bugesera,Middle,No disability,Men,Decision_making_participation,50.43306724129904,%,Labour_Force_Survey,ok
2023,Rwanda,Eastern,Bugesera,Middle,With disability,Women,School_enrollment,29.690277798026134,%,Civic_Participation_Records,ok
2023,Rwanda,Eastern,Bugesera,Middle,With disability,Women,Health_services_access,28.951447605693062,%,Community_GBV_Monitoring,ok
2023,Rwanda,Eastern,Bugesera,Middle,With disability,Women,GBV_services_access,22.304637709555394,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,Middle,With disability,Women,Employment_rate,29.385538133334457,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,Middle,With disability,Women,Decision_making_participation,,%,Household_Survey,missing_value
2023,Rwanda,Eastern,Bugesera,Middle,With disability,Men,School_enrollment,25.5347571086944,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,Middle,With disability,Men,Health_services_access,,%,Administrative_Health_Reports,missing_value
2023,Rwanda,Eastern,Bugesera,Middle,With disability,Men,GBV_services_access,32.646914803132326,%,Civic_Participation_Records,ok
2023,Rwanda,Eastern,Bugesera,Middle,With disability,Men,Employment_rate,30.920101943084383,%,Labour_Force_Survey,ok
2023,Rwanda,Eastern,Bugesera,Middle,With disability,Men,Decision_making_participation,37.27481762420476,%,Labour_Force_Survey,ok
2023,Rwanda,Eastern,Bugesera,High,No disability,Women,School_enrollment,49.222993773368465,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,High,No disability,Women,Health_services_access,55.21816259877608,%,Community_GBV_Monitoring,ok
2023,Rwanda,Eastern,Bugesera,High,No disability,Women,GBV_services_access,54.824024466147854,%,Administrative_Health_Reports,ok
2023,Rwanda,Eastern,Bugesera,High,No disability,Women,Employment_rate,48.996880544217774,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,High,No disability,Women,Decision_making_participation,56.98536744665624,%,Household_Survey,ok
2023,Rwanda,Eastern,Bugesera,High,No disability,Men,School_enrollment,57.244049352149325,%,Labour_Force_Survey,ok
2023,Rwanda,Eastern,Bugesera,High,No disability,Men,Health_services_access,58.20639466189186,%,Administrative_Health_Reports,ok
2023,Rwanda,Eastern,Bugesera,High,No disability,Men,GBV_services_access,57.014592491002745,%,Household_Survey,ok
